epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,171.105,0.68158,0.67509,0.91858,0.69469,0.74146,0.79081,0.63567,0.76193,1.2519,1.04275,0.0048563,0.0048563,0.0048563
111,172.655,0.69529,0.70921,0.98055,0.69469,0.74146,0.79081,0.63567,0.76193,1.2519,1.04275,0.00485368,0.00485368,0.00485368
112,174.249,0.69618,0.68752,0.98375,0.68281,0.73333,0.8058,0.64935,0.73925,1.26578,1.02981,0.00485103,0.00485103,0.00485103
113,175.819,0.66927,0.6519,0.94745,0.68281,0.73333,0.8058,0.64935,0.73925,1.26578,1.02981,0.00484837,0.00484837,0.00484837
114,177.288,0.70014,0.6994,0.97038,0.71428,0.73525,0.814,0.68059,0.70178,1.2762,1.00912,0.00484568,0.00484568,0.00484568
115,178.841,0.61375,0.63337,0.91681,0.71428,0.73525,0.814,0.68059,0.70178,1.2762,1.00912,0.00484296,0.00484296,0.00484296
116,180.451,0.71586,0.84767,1.04971,0.80644,0.69293,0.83433,0.69249,0.69304,1.19379,1.02022,0.00484022,0.00484022,0.00484022
117,182.027,0.66524,0.68101,0.97062,0.80644,0.69293,0.83433,0.69249,0.69304,1.19379,1.02022,0.00483746,0.00483746,0.00483746
118,183.586,0.60953,0.6408,0.92126,0.75848,0.76055,0.85215,0.67663,0.71793,1.09786,1.03317,0.00483468,0.00483468,0.00483468
119,184.91,0.69025,0.66813,0.991,0.75848,0.76055,0.85215,0.67663,0.71793,1.09786,1.03317,0.00483188,0.00483188,0.00483188
120,186.248,0.61103,0.6405,0.9466,0.74031,0.70579,0.82133,0.67862,0.68217,1.1117,1.01753,0.00482905,0.00482905,0.00482905
121,187.606,0.63462,0.6472,0.93011,0.74031,0.70579,0.82133,0.67862,0.68217,1.1117,1.01753,0.0048262,0.0048262,0.0048262
122,188.989,0.63943,0.62783,0.93817,0.69994,0.7483,0.79296,0.6491,0.75963,1.32876,1.0554,0.00482332,0.00482332,0.00482332
123,190.421,0.69622,0.717,0.91206,0.69994,0.7483,0.79296,0.6491,0.75963,1.32876,1.0554,0.00482043,0.00482043,0.00482043
124,192.029,0.6464,0.63123,0.92688,0.70918,0.68988,0.77501,0.62769,0.78047,1.42397,1.06367,0.00481751,0.00481751,0.00481751
125,193.407,0.66582,0.72003,0.93537,0.70918,0.68988,0.77501,0.62769,0.78047,1.42397,1.06367,0.00481457,0.00481457,0.00481457
